No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
3665,顺畅,7.4,6.2,0.894,1.304
3666,黄袍加身,7.6,7.4,1.194,1.342
3667,黑白分明,6.0,4.2,1.225,1.643
3668,傲人,7.0,6.4,0.707,1.517
3669,慌乱,3.1,6.3,0.894,1.304
3670,矮人一截,3.1,3.8,0.894,1.095
3671,碎裂,3.1,5.1,0.894,1.517
3672,稚嫩,5.0,3.0,0.707,1.414
3673,绑手绑脚,3.8,4.6,0.758,1.517
3674,勤劳,6.8,4.0,1.037,1.414
3675,焕然一新,7.4,6.0,0.548,1.414
3676,脚踏实地,6.4,4.4,0.822,1.342
3677,万幸,7.0,5.8,0.791,1.304
3678,解渴,6.6,5.8,0.894,1.304
3679,肿痛,2.9,6.1,1.245,1.597
3680,载浮载沉,3.4,4.0,1.14,1.871
3681,载沉载浮,3.4,4.0,1.14,1.871
3682,过冷,2.9,4.7,1.025,1.483
3683,违和,3.8,4.2,0.274,1.643
3684,鼓噪,3.6,6.6,0.548,1.673
3685,单薄,3.2,3.1,1.304,1.432
3686,恶狠,1.9,6.0,0.742,1.414
3687,无言,3.2,4.2,1.037,1.304
3688,发霉,2.4,4.4,1.14,1.557
3689,超时,3.1,5.5,1.342,1.414
3690,清醒,6.2,3.7,1.095,1.396
3691,爽玩,7.6,6.9,1.14,1.673
3692,盛装,7.1,4.9,0.894,1.517
3693,无所不包,6.8,4.9,1.304,1.245
3694,万众瞩目,8.7,7.6,0.447,1.14
3695,过载,2.9,5.8,1.14,1.351
3696,垫底,1.9,4.8,1.025,1.351
3697,寥寥无几,2.8,4.3,1.037,1.396
3698,屡见不鲜,3.9,3.0,0.652,1.275
3699,别扭,3.2,5.0,1.037,1.458
3700,万无一失,8.0,3.4,0.612,1.14
3701,游刃有余,7.7,3.0,1.037,1.458
3702,道地,6.6,2.7,1.084,1.483
3703,道道地地,6.6,2.7,1.084,1.483
3704,饱和,5.4,3.2,1.14,1.44
3705,鼎鼎大名,7.8,6.8,0.837,1.351
3706,漏气,3.3,5.9,0.837,1.475
3707,惨不忍睹,1.8,6.6,0.908,1.14
3708,遥遥无期,2.7,4.0,1.304,1.414
3709,逊,2.2,6.5,1.304,1.414
3710,酷寒,3.5,4.3,1.118,1.204
3711,有助于,6.5,3.2,1.173,1.44
3712,念念不忘,6.2,4.7,1.304,1.396
3713,寿终正寝,2.5,3.9,1.414,1.432
3714,实事求是,6.0,3.3,0.935,1.204
3715,旗鼓相当,7.3,5.0,1.204,1.581
3716,酸涩,3.2,4.9,1.304,1.517
3717,颇重,4.3,5.0,1.255,1.541
3718,鼻塞,3.2,2.8,1.151,0.837
3719,哗然,3.1,6.8,1.342,1.304
3720,嘴硬,3.0,5.9,1.225,1.597
3721,称霸,7.3,7.7,1.204,0.975
3722,精辟,7.0,5.3,0.354,1.565
3723,绰绰有余,7.2,3.0,1.304,1.369
3724,貌美,7.4,4.3,1.14,1.204
3725,赫赫有名,7.7,6.4,1.304,1.342
3726,标新立异,6.3,5.6,1.304,1.517
3727,潦草,3.2,3.6,1.037,1.387
3728,潮湿,3.5,3.6,1.323,1.342
3729,潮湿,3.5,3.6,1.323,1.342
3730,热死,2.1,6.4,0.894,1.517
3731,皱巴巴,2.5,4.1,1.118,1.245
3732,酷炫,6.8,5.3,1.304,1.204
3733,颇多,6.2,3.4,1.095,1.294
3734,卖力,6.3,6.7,0.975,1.304
3735,锐减,3.5,4.6,1.0,1.387
3736,驼背,3.1,2.5,0.548,1.581
3737,鲁莽,2.7,5.6,1.095,1.14
3738,壅塞,2.6,5.4,0.894,1.342
3739,糗爆,2.0,6.8,1.061,1.304
3740,锐利,6.5,4.9,1.0,1.432
3741,憨厚,5.6,3.3,0.962,1.204
3742,整齐划一,6.2,2.7,1.095,1.204
3743,昙花一现,4.1,5.1,0.742,1.342
3744,朴实,5.9,2.2,0.742,1.095
3745,龟裂,3.9,3.9,0.894,1.245
3746,吓人,2.3,6.6,0.908,1.387
3747,缩水,3.3,4.9,0.975,1.342
3748,丑陋,2.0,5.9,1.173,1.245
3749,断线,2.3,5.4,1.304,1.517
3750,无缘,3.4,3.1,0.894,1.432
3751,发痒,3.6,4.9,0.962,1.245
3752,超现实,4.3,6.2,0.975,1.351
3753,肿胀,3.9,5.1,0.894,1.517
3754,过气,3.0,4.0,1.0,1.414
3755,清新,6.6,3.9,0.822,1.342
3756,无伤大雅,5.1,2.2,0.548,0.837
3757,贴切,5.9,3.6,0.548,1.517
3758,超强,8.0,8.0,0.791,1.0
3759,勤俭,6.8,2.9,1.037,1.597
3760,惨兮兮,2.4,6.0,0.962,1.541
3761,惭愧,2.5,5.1,1.225,1.557
3762,慵懒,4.2,2.6,0.837,1.517
3763,漏水,3.1,4.2,0.894,1.483
3764,漫长,3.7,3.0,0.447,1.414
3765,饱满,6.2,3.3,0.274,1.565
3766,叹为观止,7.5,7.8,1.0,1.151
3767,呕心沥血,7.4,6.1,0.962,1.432
3768,图文并茂,7.6,5.9,0.894,1.245
3769,有利于,7.7,5.1,0.908,1.342
3770,熄火,3.4,4.8,1.342,1.304
3771,闻之色变,3.0,6.6,1.0,1.14
3772,苍老,2.9,3.3,0.894,1.483
3773,说不过去,3.0,5.1,0.707,1.14
3774,遥不可及,3.7,4.6,0.975,1.557
3775,实实在在,7.0,3.1,1.173,1.342
3776,畅销,7.8,6.2,1.037,1.351
3777,滴水不漏,7.2,4.3,0.274,1.565
3778,称职,8.0,3.8,0.707,1.304
3779,精采,8.5,7.1,0.707,1.597
3780,层出不穷,4.4,6.1,0.652,0.894
3781,憔悴,2.7,3.9,0.908,1.245
3782,撑不住,2.6,5.7,0.652,1.605
3783,扑朔迷离,4.0,3.0,0.791,1.541
3784,暂缓,4.3,2.8,1.095,1.304
3785,轻而易举,6.8,4.8,0.908,1.525
3786,魂牵梦萦,5.8,4.3,1.304,1.483
3787,紧锣密鼓,5.7,6.2,0.671,1.351
3788,与众不同,6.8,5.9,0.837,0.894
3789,远大,6.8,5.7,0.837,0.671
3790,瘙痒,4.0,5.7,0.612,1.44
3791,皱掉,3.6,4.4,0.962,1.342
3792,肤浅,2.7,4.0,0.671,1.458
3793,赔钱,2.4,5.8,0.652,1.351
3794,醉倒,2.1,6.0,0.742,1.541
3795,颇负盛名,7.3,6.9,0.758,1.245
3796,厉害,7.3,7.3,0.671,1.037
3797,宽敞,7.1,4.0,0.548,1.225
3798,忧喜参半,4.8,5.5,0.447,1.225
3799,数一数二,7.1,7.1,1.245,1.084
3800,遗漏,3.6,3.5,0.652,1.414
3801,险峻,3.4,5.4,1.673,1.475
3802,头晕目眩,3.3,4.9,0.671,1.517
3803,颓废,2.6,2.8,0.548,0.837
3804,骇人听闻,2.3,6.8,0.975,1.151
3805,历久不衰,7.2,4.6,1.255,0.894
3806,激挺,6.5,7.3,1.118,1.304
3807,缜密,6.5,3.8,1.275,1.304
3808,亲民,6.9,3.5,0.894,1.5
3809,醒目,6.3,6.6,0.447,1.194
3810,吓歪,2.9,7.4,1.025,1.517
3811,断断续续,3.7,3.8,0.758,1.44
3812,翻车,2.2,7.5,0.758,1.414
3813,藏污纳垢,1.9,6.0,0.742,1.225
3814,杂七杂八,2.7,5.2,1.037,1.304
3815,无解,2.6,4.7,1.14,1.304
3816,超速,3.2,7.5,1.304,1.5
3817,过熟,4.4,5.0,1.517,1.414
3818,鸡婆,3.0,6.2,1.061,0.908
3819,离奇,4.9,6.9,1.432,1.245
3820,无所遁形,5.8,3.6,0.837,1.342
3821,超群,7.5,6.3,1.118,0.671
3822,精纯,7.9,3.9,0.652,1.245
3823,随心所欲,6.5,3.3,1.414,1.483
3824,险胜,6.4,8.1,0.652,0.894
3825,坏掉,2.6,5.2,1.194,1.304
3826,烂掉,2.1,6.0,1.14,1.0
3827,碍手碍脚,2.0,5.2,0.707,1.44
3828,绘声绘影,4.4,4.5,0.822,1.414
3829,难受,2.0,7.3,1.225,1.304
3830,优异,8.6,6.5,0.548,1.0
3831,趋之若骛,5.5,5.7,1.225,1.565
3832,鲜艳,7.2,4.3,1.037,1.396
3833,愈合,7.3,3.8,0.671,1.304
3834,简便,7.2,3.2,1.151,1.643
3835,啰唆,3.2,6.8,1.304,1.643
3836,啰嗦,3.2,6.8,1.304,1.643
3837,啰啰唆唆,3.2,6.8,1.304,1.643
3838,啰啰嗦嗦,3.2,6.8,1.304,1.643
3839,弯腰驼背,3.2,2.6,1.351,1.517
3840,笼统,3.9,2.0,0.742,1.0
3841,脏兮兮,2.1,3.6,1.14,1.14
3842,脏污,2.3,3.9,0.57,1.14
3843,稳扎稳打,7.7,2.6,0.975,1.517
3844,丰盈,6.8,3.8,0.758,1.304
3845,顾家,7.8,3.6,0.758,1.517
3846,鹤立鸡群,8.2,6.2,1.304,1.304
3847,惊天动地,6.3,8.8,0.975,0.447
3848,变差,2.9,5.3,1.025,1.204
3849,变糟,2.2,5.6,0.908,1.557
3850,体无完肤,2.0,6.6,1.225,1.673
3851,枉费,3.0,6.3,1.0,1.483
3852,风靡,6.1,6.8,1.025,1.095
3853,兼备,6.7,3.6,1.204,1.342
3854,精简,7.1,4.2,0.894,1.643
3855,缓解,6.5,3.0,1.0,1.414
3856,纾解,7.3,3.5,0.671,1.5
3857,盲从,3.1,5.3,1.245,1.483
3858,流失,3.2,4.8,0.57,1.304
3859,耐不住,3.6,7.2,1.14,0.57
3860,倚赖,4.2,4.1,1.44,1.342
3861,容纳不下,2.8,4.0,1.643,1.225
3862,独得,7.0,6.1,1.0,1.245
3863,扩增,6.7,5.1,1.204,1.025
3864,蝉联,7.8,7.1,1.304,0.894
3865,跟不上,2.9,4.8,1.025,1.304
3866,鄙视,1.7,4.6,0.671,1.342
3867,历尽沧桑,4.0,5.8,1.0,1.643
3868,激化,6.0,8.0,1.225,1.414
3869,迷上,5.1,7.0,1.342,1.061
3870,丰沛,7.2,3.8,0.447,1.643
3871,干爽,6.4,2.3,1.084,1.304
3872,美观,7.7,3.2,0.975,1.643
3873,变塌,3.0,4.2,0.707,0.837
3874,变浊,2.7,4.2,0.837,0.837
3875,看不惯,2.7,5.4,1.095,1.342
3876,看不过去,2.7,5.4,1.095,1.342
3877,纳闷,3.9,4.2,0.894,1.304
3878,无能为力,2.0,3.4,0.935,1.517
3879,超闷,2.1,4.9,1.14,1.245
3880,过头,2.8,5.8,0.447,0.57
3881,离谱,1.9,6.4,0.742,1.194
3882,松垮,2.6,5.3,1.342,1.483
3883,超越,6.5,6.7,0.707,0.671
3884,精准,7.5,6.1,1.0,1.517
3885,颇佳,7.1,6.2,0.894,1.525
3886,优越,7.7,6.1,1.304,1.025
3887,应有尽有,6.9,6.1,0.224,1.557
3888,难听,2.7,5.9,0.837,1.14
3889,颠簸,3.6,5.7,0.418,1.204
3890,繁杂,3.7,5.2,0.975,1.483
3891,庞杂,3.6,5.0,0.418,1.225
3892,严苛,3.2,5.8,1.151,1.525
3893,简约,6.1,3.8,1.14,1.483
3894,丰收,7.2,6.7,1.151,1.204
3895,稳当,7.3,4.6,1.151,1.14
3896,难能可贵,7.4,7.0,1.14,1.173
3897,潇洒,7.1,6.0,1.294,1.414
3898,晒伤,3.2,6.4,0.908,1.517
3899,纤弱,3.9,3.8,1.14,1.255
3900,变心,2.3,7.0,0.837,1.275
3901,变态,1.7,8.0,0.671,0.935
3902,骤变,3.1,7.0,1.14,1.414
3903,惊艳,6.7,7.6,0.447,0.652
3904,惊艳,6.7,7.6,0.447,0.652
3905,不可小觑,6.7,6.2,0.975,1.304
3906,不亚于,6.1,4.7,0.894,0.837
3907,充盈,6.3,5.4,0.447,0.962
3908,包容,6.7,4.0,0.908,1.458
3909,出言不逊,3.1,7.7,0.962,0.975
3910,白费,2.8,5.5,1.095,1.5
3911,吃不消,3.1,5.7,0.418,1.204
3912,自恃,3.8,5.4,0.758,1.14
3913,冷落,2.9,4.3,0.548,1.396
3914,专精,7.6,5.1,1.084,1.025
3915,崇尚,7.0,6.0,1.061,1.458
3916,眷恋,6.5,5.3,0.612,1.204
3917,喜获,7.3,7.7,0.671,0.671
3918,荣获,7.5,7.6,0.5,0.894
3919,耗尽,3.7,5.7,1.037,1.483
3920,臭死,1.6,7.1,0.652,1.342
3921,记错,3.1,4.6,0.548,1.517
3922,混杂,3.1,4.4,0.742,1.517
3923,滋生,3.1,3.8,1.14,1.643
3924,独具慧眼,6.9,5.2,0.548,1.789
3925,爱戴,7.1,5.6,0.548,1.673
3926,听得懂,6.4,4.3,1.084,1.718
3927,超难,2.9,6.4,0.894,1.14
3928,离题,2.9,5.3,0.742,1.396
3929,变臭,2.1,6.7,0.894,1.565
3930,变扁,3.3,4.5,1.304,1.581
3931,无法自拔,3.9,6.5,1.194,1.5
3932,奢求,4.1,6.4,1.245,0.652
3933,猜不透,3.3,3.7,0.837,1.483
3934,痛感,2.8,6.4,0.758,0.418
3935,无神,3.9,2.4,0.742,1.14
3936,漏电,3.7,6.1,1.204,1.517
3937,离异,2.9,5.1,0.548,1.517
3938,旷日废时,2.6,3.6,1.14,1.342
3939,精进,7.0,6.2,0.707,0.837
3940,疗愈,7.1,4.6,0.548,1.14
3941,繁华,7.7,6.0,0.447,1.581
3942,临危不乱,7.5,4.0,0.5,1.414
3943,举足轻重,6.2,5.7,1.304,1.204
3944,难懂,3.4,4.0,0.652,1.414
3945,骚包,3.6,5.2,1.14,1.525
3946,铁齿,3.3,4.7,0.837,1.304
3947,霸道,3.0,7.3,1.275,1.565
3948,黯然失色,2.9,4.2,0.548,1.643
3949,优渥,7.9,5.0,0.548,1.414
3950,丰盛,7.7,5.1,0.447,1.342
3951,稳如泰山,7.3,3.3,0.837,1.095
3952,缤纷,7.8,5.8,0.274,1.304
3953,释怀,6.8,3.3,0.758,1.304
3954,变老,4.3,3.2,0.671,1.304
3955,变嫩,6.3,3.9,1.095,1.517
3956,郁闷,2.6,3.9,0.894,1.432
3957,不及,2.2,4.6,1.304,1.517
3958,比不上,2.2,4.6,1.304,1.517
3959,心疼,2.8,6.3,1.304,1.095
3960,惊为天人,8.3,8.5,0.447,0.5
3961,回味,6.4,4.6,1.14,1.194
3962,佩服,7.6,6.4,0.962,0.894
3963,保佑,6.8,5.0,1.255,0.707
3964,看重,6.5,6.5,0.5,1.0
3965,改变不了,3.6,3.6,1.194,1.342
3966,屈就,3.1,4.2,0.894,1.643
3967,抵不过,3.6,3.8,1.14,1.643
3968,拘泥,3.4,3.8,1.387,1.304
3969,放不下,3.1,5.3,1.342,1.483
3970,萌,7.1,5.6,0.418,1.14
3971,爱惜,6.0,4.8,0.707,1.605
3972,跟得上,6.3,4.8,0.975,1.304
3973,独享,6.2,6.2,0.908,1.643
3974,震撼,5.3,7.6,1.789,0.822
3975,耗损,4.0,5.2,1.225,1.643
3976,损耗,4.0,5.2,1.225,1.643
3977,伤透,2.6,7.6,0.418,1.517
3978,嫌弃,2.4,6.1,1.14,1.245
3979,愧对,3.0,5.4,0.707,1.14
3980,损及,3.0,4.0,0.0,1.581
3981,赢过,7.3,6.2,0.447,0.447
3982,欢度,7.5,6.6,0.866,1.084
3983,干脆,6.1,5.8,1.245,1.304
3984,变钝,3.5,3.0,0.707,0.707
3985,不堪,2.9,5.0,0.894,1.414
3986,分不清楚,3.8,3.8,0.447,1.44
3987,遗忘,3.3,3.6,0.671,1.817
3988,昏暗,3.7,3.1,1.204,1.517
3989,美中不足,3.2,4.7,0.837,1.565
3990,一气呵成,7.4,7.6,1.14,1.14
3991,大名鼎鼎,7.8,7.3,1.095,0.837
3992,不雅,3.2,4.4,0.447,0.894
3993,天下无敌,8.8,8.1,0.447,0.224
3994,水肿,3.0,4.2,1.225,0.837
3995,出血,2.4,6.8,1.14,1.483
3996,平分秋色,5.4,4.0,0.894,1.225
3997,合情合理,5.6,3.8,0.894,1.304
3998,生锈,3.4,2.8,1.14,1.304
3999,失窃,1.6,6.4,0.548,1.342
4000,三生有幸,6.4,6.8,1.14,1.304
4001,中风,1.4,7.0,0.548,1.871
4002,心急,3.0,8.0,1.0,1.225
4003,出线,5.8,5.6,0.837,0.894
4004,死心眼,2.8,3.2,0.837,1.095
4005,没效,4.2,4.4,0.4,1.2
4006,无效果,4.2,4.4,0.4,1.2
4007,没效果,4.2,4.4,0.4,1.2
4008,秀丽,7.2,4.4,0.837,1.14
4009,行得通,6.8,6.0,0.837,0.707
4010,歪七扭八,3.7,3.0,0.447,1.225
4011,阵亡,1.6,1.8,0.548,0.837
4012,饥渴,2.7,3.4,1.204,1.949
4013,干巴巴,2.6,2.0,1.14,0.707
4014,干枯,2.8,2.0,1.304,1.0
4015,高超,7.6,7.6,0.548,0.894
4016,干净,7.3,6.3,0.837,1.204
4017,干干净净,7.3,6.3,0.837,1.204
4018,闪亮,7.6,7.4,0.894,1.342
4019,闪闪亮亮,7.6,7.4,0.894,1.342
4020,闪闪发光,7.6,7.4,0.894,1.342
4021,闪闪发亮,7.6,7.4,0.894,1.342
4022,闪耀,7.6,7.4,0.548,1.14
4023,退税,5.9,6.2,1.025,1.643
4024,一应俱全,7.5,3.2,1.118,1.255
4025,不谋而合,6.8,4.4,1.095,1.342
4026,好命,7.4,3.3,0.894,1.204
4027,大惊失色,2.7,8.0,1.204,0.791
4028,不知所云,2.2,3.6,1.095,1.14
4029,手忙脚乱,2.1,7.6,0.894,1.342
4030,好看,7.2,3.7,0.837,1.789
4031,有著落,6.6,3.0,1.194,1.414
4032,百发百中,7.6,7.1,1.194,1.517
4033,多此一举,3.2,3.1,0.758,1.14
4034,出糗,2.3,5.8,1.204,1.304
4035,吃不开,3.0,3.6,1.0,1.342
4036,旺盛,7.1,2.4,1.14,1.517
4037,明快,7.0,2.4,0.935,1.557
4038,易如反掌,8.0,2.8,0.791,1.44
4039,走投无路,1.2,6.7,0.447,1.396
4040,刺鼻,2.3,6.5,1.204,1.225
4041,受创,2.3,6.9,1.204,1.432
4042,表里如一,6.6,2.4,0.894,0.894
4043,迎刃而解,7.6,3.2,1.14,1.643
4044,浮肿,2.7,2.5,0.447,1.118
4045,衰落,2.3,3.1,0.837,1.14
4046,讨人厌,1.4,7.5,0.548,1.225
4047,起疑,3.9,3.2,0.894,1.304
4048,迷茫,3.4,2.7,1.342,1.396
4049,相见恨晚,6.3,6.5,0.671,1.414
4050,风平浪静,6.0,1.4,1.0,0.894
4051,柔中带劲,6.3,2.1,0.837,1.673
4052,海派,7.2,4.8,0.908,1.304
4053,纯熟,6.7,2.2,1.095,1.095
4054,一清二楚,7.1,3.1,1.14,1.432
4055,大胜,9.0,8.9,0.447,0.224
4056,叫座,8.5,7.6,1.118,0.418
4057,口说无凭,3.0,4.4,0.707,0.962
4058,大费周章,3.8,5.0,0.758,0.707
4059,天公不作美,2.4,3.1,1.14,1.342
4060,平淡,4.8,2.1,0.274,1.14
4061,平淡无奇,4.8,2.1,0.274,1.14
4062,名不虚传,7.5,5.5,0.866,1.5
4063,支离破碎,1.6,6.8,0.894,0.837
4064,出错,2.5,5.2,1.225,1.304
4065,失礼,2.4,5.2,1.342,1.643
4066,受益,7.2,4.0,0.837,1.768
4067,始终如一,6.7,3.8,1.151,1.304
4068,尚可,6.0,5.1,0.0,0.781
4069,普普,5.1,3.2,0.548,1.304
4070,普通,5.1,3.2,0.548,1.304
4071,普普通通,5.1,3.2,0.548,1.304
4072,马马虎虎,5.1,3.2,0.548,1.304
4073,所费不赀,2.9,4.1,1.245,1.245
4074,披头散发,3.6,4.2,0.652,0.837
4075,抽筋,4.0,6.2,1.225,1.304
4076,知名,6.9,4.1,1.025,1.14
4077,空闲,5.2,1.4,0.447,0.894
4078,浮夸,4.0,6.6,0.707,1.14
4079,气爆,2.3,8.6,1.204,0.894
4080,狼狈,2.1,5.7,1.14,1.204
4081,狼狈不堪,2.1,5.7,1.14,1.204
4082,病态,2.6,4.7,0.894,1.095
4083,破旧,3.4,3.8,0.962,1.095
4084,特强,8.2,7.4,0.837,0.962
4085,神奇,6.2,6.6,1.037,1.387
4086,纯正,6.6,3.4,0.894,1.475
4087,风雅,7.4,3.3,0.894,1.304
4088,挺住,6.3,4.8,0.837,1.351
4089,一劳永逸,7.2,4.6,1.095,1.517
4090,大开眼界,7.8,7.5,0.908,1.173
4091,多汁,6.2,5.7,0.908,0.837
4092,大错特错,2.3,7.0,0.975,1.414
4093,不够看,4.4,4.7,0.894,1.396
4094,心惊胆跳,2.7,8.3,1.095,0.671
4095,心惊胆战,2.7,8.3,1.095,0.671
4096,心惊胆颤,2.7,8.3,1.095,0.671
4097,名列前茅,7.4,6.8,0.894,1.095
4098,好心,7.6,3.1,0.962,0.894
4099,如愿以偿,7.3,5.8,0.837,1.483
4100,多虑,4.6,5.5,0.962,1.541
4101,有恃无恐,4.4,4.3,1.342,0.975
4102,水火不容,2.6,7.9,1.084,1.14
4103,忠心耿耿,7.7,4.3,0.975,1.095
4104,怡然自得,7.2,2.8,1.095,0.837
4105,性感,6.1,4.5,1.025,1.414
4106,委靡,2.3,4.4,0.671,0.822
4107,孤零零,2.5,3.8,0.935,1.483
4108,居心叵测,2.4,5.6,0.962,1.475
4109,争气,7.3,6.0,0.975,1.225
4110,直挺挺,6.4,4.4,1.14,1.14
4111,冻僵,4.2,5.1,1.037,1.245
4112,弱不禁风,3.0,2.6,1.0,1.194
4113,捉摸不定,3.2,3.9,0.758,0.894
4114,气炸,1.6,8.8,0.652,0.447
4115,风流,2.5,4.1,1.0,1.517
4116,相见欢,7.7,7.4,0.975,1.194
4117,挺拔,7.2,4.0,1.037,1.225
4118,特殊,6.5,3.4,1.061,1.517
4119,神清气爽,7.7,5.9,0.671,1.342
4120,笑容可掬,8.4,6.8,0.894,1.255
4121,一扫而空,6.8,7.4,1.095,1.194
4122,大好,8.5,7.7,0.5,1.204
4123,内敛,6.3,3.2,1.565,1.095
4124,口干舌燥,2.9,4.2,1.025,1.304
4125,大起大落,3.4,7.8,0.894,1.037
4126,不慎,3.1,5.6,1.084,1.14
4127,千变万化,5.9,6.4,0.742,1.14
4128,天真烂漫,6.6,5.0,1.084,1.414
4129,中规中矩,5.2,3.6,0.274,1.14
4130,血流如注,1.8,8.3,0.908,0.975
4131,秀逗,2.4,4.4,0.894,1.194
4132,手拙,2.9,3.0,0.894,1.225
4133,有意思,6.6,5.3,0.548,0.671
4134,事事如意,7.9,5.3,0.548,0.837
4135,受用,7.6,5.4,0.962,0.962
4136,拖泥带水,2.7,4.2,0.837,1.095
4137,于事无补,1.7,3.4,0.758,1.14
4138,事倍功半,3.4,5.1,1.084,1.342
4139,服贴,6.9,4.8,0.894,1.095
4140,服服贴贴,6.9,4.8,0.894,1.095
4141,果决,8.0,7.3,0.707,1.204
4142,风骚,3.9,7.9,1.245,1.245
4143,苦涩,3.1,3.6,1.025,1.194
4144,冻伤,2.1,5.1,0.224,1.245
4145,剥落,2.2,5.3,0.837,1.204
4146,差强人意,3.5,3.4,0.866,1.387
4147,茂密,6.0,4.7,1.0,0.975
4148,负责任,7.7,5.5,0.975,0.354
4149,重生,8.7,7.7,0.447,1.095
4150,香喷喷,7.2,7.1,0.837,0.894
4151,刚直,6.9,5.4,1.14,0.822
4152,天花乱坠,3.2,5.5,0.447,1.225
4153,吃重,4.5,3.7,0.866,1.396
4154,自恋,4.3,4.6,0.671,1.517
4155,走火入魔,2.6,7.4,0.962,1.14
4156,受损,2.6,4.0,1.14,1.414
4157,平顺,6.4,2.1,1.14,0.894
4158,有解,6.7,4.6,0.671,1.517
4159,老少咸宜,6.8,3.0,1.095,1.225
4160,返璞归真,7.3,2.0,0.837,1.225
4161,长寿,7.4,2.9,1.14,1.517
4162,一无是处,1.9,7.0,1.025,1.0
4163,不像话,2.4,5.8,0.962,0.837
4164,南辕北辙,3.5,5.3,0.707,1.204
4165,天差地远,3.5,5.3,0.707,1.204
4166,叛逆,3.2,5.9,0.837,1.14
4167,幽暗,3.3,3.2,1.204,1.304
4168,恍然大悟,7.1,6.9,0.894,0.742
4169,恬淡,7.2,1.8,0.837,0.837
4170,持之以恒,7.3,1.9,0.837,0.742
4171,指日可待,6.7,3.4,0.837,1.294
4172,春暖花开,7.1,3.0,0.894,1.369
4173,后悔莫及,2.4,7.3,0.894,0.671
4174,枯燥,3.1,2.8,1.025,1.095
4175,看错,3.9,3.0,0.548,1.225
4176,突兀,4.1,4.7,0.548,1.095
4177,红肿,4.5,3.3,0.866,1.396
4178,洋洋得意,6.4,6.9,0.822,0.894
4179,活灵活现,7.1,7.0,0.742,1.225
4180,皆大欢喜,8.6,8.1,0.548,0.742
4181,皇天不负苦心人,8.5,8.2,0.5,0.447
4182,相安无事,6.5,2.3,0.5,0.975
4183,一枝独秀,7.7,6.8,1.095,1.037
4184,一触即发,2.7,7.8,0.671,1.095
4185,大吉,8.9,7.2,0.224,1.304
4186,小题大做,2.5,6.8,0.5,1.037
4187,毛燥,2.7,7.8,0.837,0.837
4188,毛躁,2.7,7.8,0.837,0.837
4189,凹陷,4.2,4.6,0.837,1.14
4190,平易近人,5.1,3.7,0.548,1.204
4191,生龙活虎,7.4,8.0,0.962,0.707
4192,成瘾,2.0,6.5,0.707,1.414
4193,有出入,4.1,5.3,0.894,0.908
4194,不胜枚举,6.3,6.0,1.204,1.369
4195,平实,5.2,3.5,0.274,1.5
4196,下垂,3.4,5.1,0.894,1.084
4197,大剌剌,4.3,5.0,0.975,1.275
4198,天衣无缝,7.8,7.0,1.095,1.0
4199,牛刀小试,7.1,6.3,0.894,1.396
4200,吃力,3.1,6.2,0.742,1.351
4201,失准,2.9,6.8,0.894,0.837
4202,行云流水,7.4,5.4,0.418,1.14
4203,沈稳,6.3,4.6,1.304,0.894
4204,沉稳,6.3,4.6,1.304,0.894
4205,干涩,3.9,4.4,0.894,1.194
4206,干干涩涩,3.9,4.4,0.894,1.194
4207,停电,3.8,7.4,0.908,1.517
4208,偷懒,2.7,4.5,0.447,1.225
4209,高不可攀,2.9,6.5,1.025,1.0
4210,堆积如山,3.3,5.6,1.037,0.652
4211,风情万种,7.5,7.1,0.866,1.14
4212,特立独行,6.2,5.8,1.891,1.151
4213,纯朴,5.3,4.4,0.447,1.342
4214,起劲,7.0,7.7,0.707,0.837
4215,堂堂正正,7.2,4.9,1.095,0.894
4216,上榜,7.6,7.7,1.095,0.894
4217,大手笔,6.1,7.1,1.095,0.894
4218,卖座,7.9,7.3,1.095,0.894
4219,好握,6.8,4.5,1.095,0.894
4220,失真,3.5,3.2,1.095,0.894
4221,不失真,6.4,3.6,1.095,0.894
4222,中看,6.8,4.2,1.095,0.894
4223,不起眼,3.5,2.7,1.095,0.894
4224,略胜一筹,6.3,5.7,1.095,0.894
4225,略逊,3.8,4.5,1.095,0.894
4226,负担得起,5.7,3.8,1.095,0.894
4227,买不起,3.9,4.7,1.095,0.894
4228,充斥,4.6,3.6,1.095,0.894
4229,老气,4.0,4.0,1.095,0.894
4230,不错,6.3,4.4,1.095,0.894
4231,中用,6.6,4.5,1.095,0.894
4232,有口皆碑,7.7,7.0,1.095,0.894
4233,中意,7.5,6.4,1.095,0.894
4234,为人诟病,3.4,4.7,1.095,0.894
4235,破损,3.3,3.2,1.095,0.894
4236,缺损,3.3,3.2,1.095,0.894
4237,退色,3.5,3.0,1.095,0.894
4238,褪色,3.5,3.0,1.095,0.894
4239,好用,6.8,5.5,1.095,0.894
4240,拔得头筹,7.8,7.3,1.095,0.894
4241,物美价廉,7.7,6.0,1.095,0.894
4242,物超所值,8.4,7.2,1.095,0.894
4243,超值,8.2,7.1,1.095,0.894
4244,划算,7.3,6.7,1.095,0.894
4245,特惠,7.5,6.9,1.095,0.894
4246,买一送一,6.8,6.1,1.095,0.894
4247,贵,3.1,5.3,1.095,0.894
4248,笨重,2.7,4.1,1.095,0.894
4249,大吃一惊,4.8,7.9,1.095,0.894
